date,contractmonth,dailyopen,dailyhigh,dailylow,dailyclose,dailyvolume
20231110,202312,67410.0,67450.0,66720.0,66770.0,66125
20231111,202312,66760.0,66840.0,66750.0,66810.0,2810
20231112,202312,,,,,0
20231113,202312,66810.0,67480.0,66810.0,67440.0,61239
20231114,202312,67430.0,67910.0,67380.0,67790.0,65217
20231115,202312,67780.0,67940.0,67530.0,67910.0,54890
20231116,202312,67920.0,68020.0,67600.0,67670.0,54760
20231117,202312,67670.0,67980.0,67500.0,67850.0,59148
20231118,202312,67840.0,67880.0,67790.0,67860.0,1487
20231119,202312,,,,,0
20231120,202312,67860.0,68270.0,67860.0,68250.0,56347
20231121,202312,68260.0,68550.0,68030.0,68300.0,55591
20231122,202312,68300.0,68390.0,67800.0,67850.0,45413
20231123,202312,67860.0,68280.0,67820.0,68260.0,32234
20231124,202312,68260.0,68320.0,67980.0,68230.0,32344
20231125,202312,68230.0,68350.0,68210.0,68230.0,612
20231126,202312,,,,,0
20231127,202312,68210.0,68410.0,68000.0,68010.0,28421
20231128,202312,68010.0,68580.0,67920.0,68490.0,32735
20231129,202312,68480.0,68560.0,68220.0,68360.0,25443
20231130,202312,68340.0,68570.0,68180.0,68570.0,20950
20231201,202312,68570.0,69250.0,68560.0,69250.0,20639
20231202,202312,69250.0,69420.0,69250.0,69320.0,590
20231203,202312,,,,,0
20231204,202312,69320.0,69350.0,68650.0,68650.0,18010
20231205,202312,68650.0,68710.0,68000.0,68090.0,23005
20231206,202312,68110.0,68590.0,68000.0,68220.0,18475
20231207,202312,68200.0,68220.0,67720.0,68020.0,22510
20231208,202312,68000.0,69050.0,68000.0,69010.0,19070
20231209,202312,69040.0,69040.0,68980.0,68980.0,135
20231210,202312,,,,,0
20231211,202312,68850.0,68850.0,68200.0,68280.0,17540
20231212,202312,68290.0,68530.0,68150.0,68330.0,19545
20231213,202312,68350.0,68430.0,68210.0,68360.0,14495
20231214,202312,68290.0,69240.0,68290.0,69220.0,11520
20231215,202312,69010.0,69020.0,68690.0,68740.0,4830
