datetime,contractmonth,open,high,low,close,volume
2023-07-07 00:00:00+08:00,2309,67370.0,67410.0,67340.0,67340.0,132
2023-07-07 00:15:00+08:00,2309,67330.0,67350.0,67310.0,67340.0,82
2023-07-07 00:30:00+08:00,2309,67340.0,67350.0,67310.0,67350.0,45
2023-07-07 00:45:00+08:00,2309,67340.0,67390.0,67330.0,67370.0,156
2023-07-07 09:00:00+08:00,2309,67400.0,67500.0,67400.0,67440.0,878
2023-07-07 09:15:00+08:00,2309,67450.0,67470.0,67370.0,67420.0,1025
2023-07-07 09:30:00+08:00,2309,67430.0,67540.0,67420.0,67470.0,1097
2023-07-07 09:45:00+08:00,2309,67470.0,67470.0,67410.0,67450.0,765
2023-07-07 10:00:00+08:00,2309,67450.0,67450.0,67390.0,67430.0,524
2023-07-07 10:30:00+08:00,2309,67430.0,67460.0,67410.0,67420.0,497
2023-07-07 10:45:00+08:00,2309,67420.0,67440.0,67380.0,67410.0,429
2023-07-07 11:00:00+08:00,2309,67420.0,67500.0,67410.0,67490.0,903
2023-07-07 11:15:00+08:00,2309,67490.0,67490.0,67430.0,67450.0,432
2023-07-07 13:30:00+08:00,2309,67500.0,67580.0,67480.0,67520.0,1832
2023-07-07 13:45:00+08:00,2309,67510.0,67520.0,67450.0,67480.0,574
2023-07-07 14:00:00+08:00,2309,67480.0,67490.0,67430.0,67480.0,898
2023-07-07 14:15:00+08:00,2309,67480.0,67520.0,67390.0,67410.0,740
2023-07-07 14:30:00+08:00,2309,67400.0,67460.0,67390.0,67430.0,1135
2023-07-07 14:45:00+08:00,2309,67430.0,67460.0,67300.0,67300.0,2233
2023-07-07 21:00:00+08:00,2309,67520.0,67600.0,67480.0,67550.0,3221
2023-07-07 21:15:00+08:00,2309,67550.0,67570.0,67420.0,67430.0,1830
2023-07-07 21:30:00+08:00,2309,67430.0,67570.0,67420.0,67530.0,2306
2023-07-07 21:45:00+08:00,2309,67540.0,67680.0,67540.0,67590.0,2116
2023-07-07 22:00:00+08:00,2309,67590.0,67600.0,67500.0,67580.0,649
2023-07-07 22:15:00+08:00,2309,67580.0,67630.0,67530.0,67620.0,673
2023-07-07 22:30:00+08:00,2309,67620.0,67720.0,67610.0,67660.0,1380
2023-07-07 22:45:00+08:00,2309,67650.0,67680.0,67560.0,67610.0,942
2023-07-07 23:00:00+08:00,2309,67610.0,67640.0,67570.0,67620.0,341
2023-07-07 23:15:00+08:00,2309,67600.0,67660.0,67600.0,67660.0,239
2023-07-07 23:30:00+08:00,2309,67660.0,67690.0,67640.0,67670.0,97
2023-07-07 23:45:00+08:00,2309,67660.0,67680.0,67600.0,67610.0,111
2023-07-08 00:00:00+08:00,2309,67620.0,67630.0,67610.0,67610.0,46
2023-07-08 00:15:00+08:00,2309,67610.0,67630.0,67590.0,67630.0,175
2023-07-08 00:30:00+08:00,2309,67630.0,67640.0,67590.0,67630.0,80
2023-07-08 00:45:00+08:00,2309,67630.0,67690.0,67630.0,67660.0,281
2023-07-10 09:00:00+08:00,2309,67630.0,67740.0,67590.0,67690.0,2181
2023-07-10 09:15:00+08:00,2309,67690.0,67850.0,67660.0,67850.0,2234
2023-07-10 09:30:00+08:00,2309,67860.0,67880.0,67650.0,67690.0,2080
2023-07-10 09:45:00+08:00,2309,67690.0,67700.0,67630.0,67680.0,1206
2023-07-10 10:00:00+08:00,2309,67680.0,67710.0,67600.0,67620.0,1192
2023-07-10 10:30:00+08:00,2309,67600.0,67620.0,67550.0,67580.0,1828
2023-07-10 10:45:00+08:00,2309,67580.0,67620.0,67550.0,67620.0,1154
2023-07-10 11:00:00+08:00,2309,67620.0,67680.0,67570.0,67580.0,978
2023-07-10 11:15:00+08:00,2309,67580.0,67600.0,67530.0,67560.0,1037
2023-07-10 13:30:00+08:00,2309,67550.0,67560.0,67390.0,67410.0,2507
2023-07-10 13:45:00+08:00,2309,67410.0,67460.0,67400.0,67430.0,1356
2023-07-10 14:00:00+08:00,2309,67430.0,67470.0,67410.0,67430.0,835
2023-07-10 14:15:00+08:00,2309,67430.0,67490.0,67410.0,67460.0,893
2023-07-10 14:30:00+08:00,2309,67470.0,67500.0,67440.0,67470.0,1163
2023-07-10 14:45:00+08:00,2309,67480.0,67530.0,67470.0,67480.0,1322
2023-07-10 21:00:00+08:00,2309,67400.0,67660.0,67400.0,67640.0,4390
2023-07-10 21:15:00+08:00,2309,67640.0,67760.0,67640.0,67690.0,1660
2023-07-10 21:30:00+08:00,2309,67690.0,67790.0,67650.0,67770.0,785
2023-07-10 21:45:00+08:00,2309,67780.0,67820.0,67720.0,67770.0,1184
2023-07-10 22:00:00+08:00,2309,67780.0,67790.0,67700.0,67730.0,841
2023-07-10 22:15:00+08:00,2309,67730.0,67750.0,67660.0,67690.0,570
2023-07-10 22:30:00+08:00,2309,67690.0,67740.0,67640.0,67690.0,488
2023-07-10 22:45:00+08:00,2309,67680.0,67720.0,67660.0,67680.0,400
2023-07-10 23:00:00+08:00,2309,67690.0,67790.0,67690.0,67750.0,323
2023-07-10 23:15:00+08:00,2309,67750.0,67790.0,67720.0,67740.0,178
2023-07-10 23:30:00+08:00,2309,67750.0,67750.0,67720.0,67720.0,134
2023-07-10 23:45:00+08:00,2309,67720.0,67770.0,67720.0,67750.0,152
2023-07-11 00:00:00+08:00,2309,67740.0,67770.0,67730.0,67740.0,105
2023-07-11 00:15:00+08:00,2309,67740.0,67760.0,67730.0,67750.0,112
2023-07-11 00:30:00+08:00,2309,67750.0,67800.0,67750.0,67760.0,602
2023-07-11 00:45:00+08:00,2309,67760.0,67800.0,67740.0,67800.0,282
2023-07-11 09:00:00+08:00,2309,67800.0,68060.0,67800.0,67960.0,4831
2023-07-11 09:15:00+08:00,2309,67960.0,68030.0,67950.0,67990.0,1564
2023-07-11 09:30:00+08:00,2309,68000.0,68020.0,67910.0,67950.0,1701
2023-07-11 09:45:00+08:00,2309,67940.0,67980.0,67890.0,67940.0,1457
2023-07-11 10:00:00+08:00,2309,67950.0,67990.0,67890.0,67920.0,1212
2023-07-11 10:30:00+08:00,2309,67930.0,67970.0,67790.0,67890.0,3672
2023-07-11 10:45:00+08:00,2309,67890.0,67890.0,67710.0,67830.0,4721
2023-07-11 11:00:00+08:00,2309,67820.0,67860.0,67790.0,67840.0,1093
2023-07-11 11:15:00+08:00,2309,67830.0,67850.0,67790.0,67840.0,1252
2023-07-11 13:30:00+08:00,2309,67930.0,67950.0,67840.0,67890.0,2674
2023-07-11 13:45:00+08:00,2309,67870.0,67890.0,67830.0,67860.0,1164
2023-07-11 14:00:00+08:00,2309,67860.0,67920.0,67840.0,67910.0,1424
2023-07-11 14:15:00+08:00,2309,67910.0,67930.0,67880.0,67920.0,1475
2023-07-11 14:30:00+08:00,2309,67920.0,67930.0,67890.0,67930.0,1394
2023-07-11 14:45:00+08:00,2309,67930.0,67940.0,67880.0,67900.0,2050
2023-07-11 21:00:00+08:00,2309,67550.0,67620.0,67510.0,67540.0,5931
2023-07-11 21:15:00+08:00,2309,67540.0,67560.0,67470.0,67520.0,2889
2023-07-11 21:30:00+08:00,2309,67520.0,67570.0,67480.0,67490.0,1475
2023-07-11 21:45:00+08:00,2309,67490.0,67570.0,67480.0,67520.0,1034
2023-07-11 22:00:00+08:00,2309,67510.0,67550.0,67480.0,67520.0,658
2023-07-11 22:15:00+08:00,2309,67510.0,67510.0,67450.0,67460.0,993
2023-07-11 22:30:00+08:00,2309,67470.0,67470.0,67280.0,67330.0,3223
2023-07-11 22:45:00+08:00,2309,67320.0,67390.0,67310.0,67340.0,938
2023-07-11 23:00:00+08:00,2309,67350.0,67430.0,67340.0,67430.0,993
2023-07-11 23:15:00+08:00,2309,67430.0,67440.0,67390.0,67430.0,151
2023-07-11 23:30:00+08:00,2309,67420.0,67460.0,67380.0,67460.0,463
2023-07-11 23:45:00+08:00,2309,67460.0,67470.0,67410.0,67410.0,202
2023-07-12 00:00:00+08:00,2309,67410.0,67420.0,67400.0,67410.0,51
2023-07-12 00:15:00+08:00,2309,67410.0,67430.0,67400.0,67400.0,65
2023-07-12 00:30:00+08:00,2309,67410.0,67470.0,67410.0,67450.0,127
2023-07-12 00:45:00+08:00,2309,67450.0,67480.0,67440.0,67440.0,224
2023-07-12 09:00:00+08:00,2309,67480.0,67540.0,67430.0,67450.0,2202
2023-07-12 09:15:00+08:00,2309,67450.0,67480.0,67420.0,67430.0,1182
2023-07-12 09:30:00+08:00,2309,67420.0,67470.0,67390.0,67450.0,1415
2023-07-12 09:45:00+08:00,2309,67460.0,67490.0,67430.0,67450.0,999
2023-07-12 10:00:00+08:00,2309,67450.0,67500.0,67430.0,67480.0,880
2023-07-12 10:30:00+08:00,2309,67530.0,67600.0,67510.0,67520.0,1913
2023-07-12 10:45:00+08:00,2309,67520.0,67580.0,67500.0,67580.0,893
2023-07-12 11:00:00+08:00,2309,67590.0,67590.0,67510.0,67570.0,1199
2023-07-12 11:15:00+08:00,2309,67580.0,67610.0,67540.0,67580.0,586
2023-07-12 13:30:00+08:00,2309,67620.0,67660.0,67480.0,67520.0,4100
