datetime,contractmonth,open,high,low,close,volume
2023-07-07 00:00:00+08:00,2308,67610.0,67670.0,67600.0,67600.0,499
2023-07-07 00:15:00+08:00,2308,67590.0,67620.0,67580.0,67600.0,356
2023-07-07 00:30:00+08:00,2308,67600.0,67630.0,67580.0,67600.0,166
2023-07-07 00:45:00+08:00,2308,67590.0,67670.0,67590.0,67660.0,408
2023-07-07 09:00:00+08:00,2308,67680.0,67760.0,67660.0,67730.0,2328
2023-07-07 09:15:00+08:00,2308,67710.0,67740.0,67640.0,67680.0,1555
2023-07-07 09:30:00+08:00,2308,67700.0,67810.0,67680.0,67750.0,2770
2023-07-07 09:45:00+08:00,2308,67740.0,67750.0,67690.0,67720.0,1594
2023-07-07 10:00:00+08:00,2308,67710.0,67730.0,67660.0,67690.0,1538
2023-07-07 10:30:00+08:00,2308,67700.0,67740.0,67680.0,67700.0,1539
2023-07-07 10:45:00+08:00,2308,67700.0,67710.0,67660.0,67690.0,1519
2023-07-07 11:00:00+08:00,2308,67700.0,67770.0,67680.0,67760.0,2423
2023-07-07 11:15:00+08:00,2308,67760.0,67770.0,67710.0,67720.0,907
2023-07-07 13:30:00+08:00,2308,67780.0,67860.0,67750.0,67790.0,4384
2023-07-07 13:45:00+08:00,2308,67800.0,67800.0,67720.0,67760.0,1598
2023-07-07 14:00:00+08:00,2308,67760.0,67770.0,67710.0,67750.0,1300
2023-07-07 14:15:00+08:00,2308,67770.0,67800.0,67680.0,67700.0,2465
2023-07-07 14:30:00+08:00,2308,67700.0,67740.0,67680.0,67720.0,2099
2023-07-07 14:45:00+08:00,2308,67710.0,67740.0,67600.0,67610.0,4834
2023-07-07 21:00:00+08:00,2308,67790.0,67890.0,67770.0,67840.0,6264
2023-07-07 21:15:00+08:00,2308,67850.0,67860.0,67710.0,67720.0,2547
2023-07-07 21:30:00+08:00,2308,67710.0,67860.0,67700.0,67830.0,2981
2023-07-07 21:45:00+08:00,2308,67830.0,67960.0,67820.0,67860.0,3064
2023-07-07 22:00:00+08:00,2308,67870.0,67880.0,67790.0,67860.0,1918
2023-07-07 22:15:00+08:00,2308,67860.0,67920.0,67820.0,67920.0,1082
2023-07-07 22:30:00+08:00,2308,67920.0,68020.0,67900.0,67950.0,3466
2023-07-07 22:45:00+08:00,2308,67940.0,67970.0,67840.0,67910.0,1716
2023-07-07 23:00:00+08:00,2308,67910.0,67940.0,67870.0,67900.0,844
2023-07-07 23:15:00+08:00,2308,67890.0,67960.0,67890.0,67960.0,617
2023-07-07 23:30:00+08:00,2308,67960.0,67970.0,67930.0,67950.0,515
2023-07-07 23:45:00+08:00,2308,67960.0,67970.0,67900.0,67920.0,397
2023-07-08 00:00:00+08:00,2308,67920.0,67930.0,67900.0,67910.0,201
2023-07-08 00:15:00+08:00,2308,67910.0,67930.0,67880.0,67930.0,355
2023-07-08 00:30:00+08:00,2308,67930.0,67930.0,67880.0,67930.0,314
2023-07-08 00:45:00+08:00,2308,67920.0,67960.0,67910.0,67940.0,525
2023-07-10 09:00:00+08:00,2308,67860.0,68040.0,67860.0,67980.0,4157
2023-07-10 09:15:00+08:00,2308,67980.0,68130.0,67940.0,68120.0,3721
2023-07-10 09:30:00+08:00,2308,68130.0,68150.0,67940.0,67980.0,3881
2023-07-10 09:45:00+08:00,2308,67980.0,67980.0,67910.0,67960.0,2036
2023-07-10 10:00:00+08:00,2308,67950.0,67990.0,67880.0,67900.0,2269
2023-07-10 10:30:00+08:00,2308,67870.0,67900.0,67820.0,67850.0,3175
2023-07-10 10:45:00+08:00,2308,67860.0,67910.0,67840.0,67900.0,2741
2023-07-10 11:00:00+08:00,2308,67910.0,67960.0,67850.0,67860.0,2100
2023-07-10 11:15:00+08:00,2308,67870.0,67880.0,67820.0,67850.0,2527
2023-07-10 13:30:00+08:00,2308,67830.0,67850.0,67660.0,67690.0,5650
2023-07-10 13:45:00+08:00,2308,67690.0,67730.0,67670.0,67710.0,2872
2023-07-10 14:00:00+08:00,2308,67700.0,67750.0,67670.0,67700.0,2201
2023-07-10 14:15:00+08:00,2308,67690.0,67760.0,67680.0,67740.0,1613
2023-07-10 14:30:00+08:00,2308,67740.0,67760.0,67720.0,67730.0,1803
2023-07-10 14:45:00+08:00,2308,67750.0,67800.0,67740.0,67750.0,2744
2023-07-10 21:00:00+08:00,2308,67710.0,67920.0,67680.0,67900.0,7035
2023-07-10 21:15:00+08:00,2308,67910.0,68020.0,67910.0,67960.0,3567
2023-07-10 21:30:00+08:00,2308,67970.0,68070.0,67910.0,68060.0,2395
2023-07-10 21:45:00+08:00,2308,68060.0,68090.0,68000.0,68030.0,2224
2023-07-10 22:00:00+08:00,2308,68040.0,68050.0,67970.0,67980.0,2025
2023-07-10 22:15:00+08:00,2308,67990.0,68020.0,67920.0,67950.0,1366
2023-07-10 22:30:00+08:00,2308,67950.0,68000.0,67900.0,67940.0,1066
2023-07-10 22:45:00+08:00,2308,67950.0,67980.0,67930.0,67960.0,1012
2023-07-10 23:00:00+08:00,2308,67950.0,68050.0,67950.0,68010.0,1424
2023-07-10 23:15:00+08:00,2308,68010.0,68050.0,67990.0,68020.0,450
2023-07-10 23:30:00+08:00,2308,68020.0,68030.0,67980.0,67990.0,709
2023-07-10 23:45:00+08:00,2308,68000.0,68050.0,68000.0,68010.0,845
2023-07-11 00:00:00+08:00,2308,68010.0,68040.0,68000.0,68010.0,199
2023-07-11 00:15:00+08:00,2308,68010.0,68020.0,67990.0,68020.0,102
2023-07-11 00:30:00+08:00,2308,68000.0,68060.0,68000.0,68020.0,400
2023-07-11 00:45:00+08:00,2308,68020.0,68060.0,68000.0,68060.0,530
2023-07-11 09:00:00+08:00,2308,68100.0,68340.0,68100.0,68200.0,9148
2023-07-11 09:15:00+08:00,2308,68210.0,68270.0,68200.0,68260.0,3029
2023-07-11 09:30:00+08:00,2308,68250.0,68270.0,68160.0,68190.0,3400
2023-07-11 09:45:00+08:00,2308,68190.0,68220.0,68140.0,68190.0,2491
2023-07-11 10:00:00+08:00,2308,68200.0,68240.0,68120.0,68160.0,3946
2023-07-11 10:30:00+08:00,2308,68170.0,68210.0,68050.0,68130.0,3447
2023-07-11 10:45:00+08:00,2308,68120.0,68130.0,67970.0,68050.0,5801
2023-07-11 11:00:00+08:00,2308,68060.0,68090.0,68030.0,68070.0,2278
2023-07-11 11:15:00+08:00,2308,68060.0,68080.0,68010.0,68050.0,2147
2023-07-11 13:30:00+08:00,2308,68150.0,68160.0,68050.0,68090.0,4708
2023-07-11 13:45:00+08:00,2308,68080.0,68110.0,68040.0,68070.0,2596
2023-07-11 14:00:00+08:00,2308,68060.0,68140.0,68040.0,68130.0,2524
2023-07-11 14:15:00+08:00,2308,68130.0,68140.0,68070.0,68130.0,1899
2023-07-11 14:30:00+08:00,2308,68110.0,68140.0,68100.0,68140.0,1825
2023-07-11 14:45:00+08:00,2308,68140.0,68160.0,68080.0,68130.0,3865
2023-07-11 21:00:00+08:00,2308,67780.0,67830.0,67730.0,67770.0,11999
2023-07-11 21:15:00+08:00,2308,67760.0,67780.0,67700.0,67750.0,4205
2023-07-11 21:30:00+08:00,2308,67760.0,67820.0,67730.0,67730.0,2603
2023-07-11 21:45:00+08:00,2308,67740.0,67810.0,67720.0,67760.0,1601
2023-07-11 22:00:00+08:00,2308,67760.0,67790.0,67730.0,67760.0,1035
2023-07-11 22:15:00+08:00,2308,67760.0,67770.0,67690.0,67700.0,2802
2023-07-11 22:30:00+08:00,2308,67690.0,67700.0,67520.0,67540.0,6370
2023-07-11 22:45:00+08:00,2308,67540.0,67610.0,67530.0,67560.0,1845
2023-07-11 23:00:00+08:00,2308,67570.0,67650.0,67550.0,67650.0,1891
2023-07-11 23:15:00+08:00,2308,67650.0,67660.0,67620.0,67640.0,604
2023-07-11 23:30:00+08:00,2308,67650.0,67690.0,67620.0,67690.0,610
2023-07-11 23:45:00+08:00,2308,67680.0,67710.0,67640.0,67640.0,1017
2023-07-12 00:00:00+08:00,2308,67650.0,67650.0,67620.0,67650.0,260
2023-07-12 00:15:00+08:00,2308,67630.0,67660.0,67630.0,67640.0,129
2023-07-12 00:30:00+08:00,2308,67640.0,67700.0,67630.0,67680.0,196
2023-07-12 00:45:00+08:00,2308,67680.0,67710.0,67670.0,67680.0,407
2023-07-12 09:00:00+08:00,2308,67750.0,67780.0,67660.0,67690.0,3616
2023-07-12 09:15:00+08:00,2308,67690.0,67720.0,67650.0,67670.0,2158
2023-07-12 09:30:00+08:00,2308,67660.0,67700.0,67620.0,67690.0,2249
2023-07-12 09:45:00+08:00,2308,67700.0,67740.0,67670.0,67690.0,2524
2023-07-12 10:00:00+08:00,2308,67690.0,67750.0,67660.0,67720.0,2605
2023-07-12 10:30:00+08:00,2308,67790.0,67850.0,67750.0,67770.0,3724
2023-07-12 10:45:00+08:00,2308,67760.0,67830.0,67750.0,67830.0,1810
2023-07-12 11:00:00+08:00,2308,67830.0,67850.0,67760.0,67810.0,2007
2023-07-12 11:15:00+08:00,2308,67800.0,67850.0,67780.0,67840.0,1729
2023-07-12 13:30:00+08:00,2308,67890.0,67900.0,67740.0,67770.0,5686
2023-07-12 13:45:00+08:00,2308,67780.0,67810.0,67720.0,67740.0,2661
2023-07-12 14:00:00+08:00,2308,67740.0,67810.0,67730.0,67800.0,2154
2023-07-12 14:15:00+08:00,2308,67790.0,67820.0,67780.0,67800.0,1511
2023-07-12 14:30:00+08:00,2308,67800.0,67830.0,67790.0,67790.0,1951
2023-07-12 14:45:00+08:00,2308,67790.0,67800.0,67710.0,67750.0,3721
2023-07-12 21:00:00+08:00,2308,68040.0,68270.0,68040.0,68240.0,12080
2023-07-12 21:15:00+08:00,2308,68240.0,68350.0,68220.0,68260.0,5004
2023-07-12 21:30:00+08:00,2308,68280.0,68310.0,68210.0,68220.0,2519
2023-07-12 21:45:00+08:00,2308,68230.0,68360.0,68230.0,68350.0,2517
2023-07-12 22:00:00+08:00,2308,68340.0,68460.0,68320.0,68430.0,4807
2023-07-12 22:15:00+08:00,2308,68420.0,68440.0,68280.0,68340.0,1736
2023-07-12 22:30:00+08:00,2308,68350.0,68430.0,68310.0,68410.0,1288
2023-07-12 22:45:00+08:00,2308,68420.0,68580.0,68400.0,68570.0,3839
2023-07-12 23:00:00+08:00,2308,68580.0,68710.0,68580.0,68620.0,5192
2023-07-12 23:15:00+08:00,2308,68630.0,68630.0,68530.0,68620.0,1095
2023-07-12 23:30:00+08:00,2308,68620.0,68630.0,68500.0,68550.0,1310
2023-07-12 23:45:00+08:00,2308,68540.0,68580.0,68520.0,68540.0,769
2023-07-13 00:00:00+08:00,2308,68540.0,68580.0,68500.0,68560.0,587
2023-07-13 00:15:00+08:00,2308,68550.0,68580.0,68530.0,68570.0,266
2023-07-13 00:30:00+08:00,2308,68570.0,68600.0,68530.0,68530.0,493
2023-07-13 00:45:00+08:00,2308,68530.0,68570.0,68500.0,68560.0,464
2023-07-13 09:00:00+08:00,2308,68580.0,68580.0,68460.0,68520.0,5098
