datetime,contractmonth,open,high,low,close,volume
2023-07-07 00:45:00+08:00,2401,66690.0,66690.0,66690.0,66690.0,1
2023-07-07 09:00:00+08:00,2401,66670.0,66720.0,66670.0,66720.0,6
2023-07-07 09:45:00+08:00,2401,66730.0,66730.0,66730.0,66730.0,3
2023-07-07 10:00:00+08:00,2401,66700.0,66700.0,66700.0,66700.0,5
2023-07-07 10:45:00+08:00,2401,66680.0,66680.0,66680.0,66680.0,5
2023-07-07 11:00:00+08:00,2401,66710.0,66760.0,66690.0,66760.0,7
2023-07-07 11:15:00+08:00,2401,66750.0,66760.0,66730.0,66730.0,4
2023-07-07 13:30:00+08:00,2401,66820.0,66860.0,66800.0,66800.0,40
2023-07-07 13:45:00+08:00,2401,66770.0,66780.0,66750.0,66750.0,6
2023-07-07 14:30:00+08:00,2401,66750.0,66750.0,66700.0,66700.0,4
2023-07-07 14:45:00+08:00,2401,66710.0,66710.0,66600.0,66600.0,11
2023-07-07 21:15:00+08:00,2401,66760.0,66800.0,66740.0,66740.0,9
2023-07-07 21:30:00+08:00,2401,66740.0,66870.0,66740.0,66830.0,14
2023-07-07 21:45:00+08:00,2401,66840.0,66910.0,66830.0,66870.0,10
2023-07-07 22:00:00+08:00,2401,66800.0,66890.0,66800.0,66890.0,2
2023-07-07 22:15:00+08:00,2401,66930.0,66930.0,66930.0,66930.0,1
2023-07-07 22:30:00+08:00,2401,66930.0,66980.0,66930.0,66950.0,10
2023-07-07 23:00:00+08:00,2401,66900.0,66900.0,66900.0,66900.0,1
2023-07-08 00:15:00+08:00,2401,66900.0,66900.0,66900.0,66900.0,4
2023-07-08 00:45:00+08:00,2401,66950.0,66950.0,66950.0,66950.0,1
2023-07-10 09:00:00+08:00,2401,66910.0,67000.0,66910.0,66960.0,13
2023-07-10 09:15:00+08:00,2401,67010.0,67100.0,67010.0,67080.0,32
2023-07-10 09:30:00+08:00,2401,67110.0,67130.0,66960.0,66960.0,17
2023-07-10 09:45:00+08:00,2401,66930.0,66940.0,66930.0,66940.0,2
2023-07-10 10:30:00+08:00,2401,66880.0,66890.0,66860.0,66880.0,20
2023-07-10 10:45:00+08:00,2401,66880.0,66880.0,66880.0,66880.0,15
2023-07-10 11:00:00+08:00,2401,66880.0,66910.0,66880.0,66880.0,3
2023-07-10 13:30:00+08:00,2401,66800.0,66840.0,66670.0,66670.0,15
2023-07-10 13:45:00+08:00,2401,66720.0,66720.0,66680.0,66700.0,7
2023-07-10 14:00:00+08:00,2401,66720.0,66740.0,66720.0,66740.0,4
2023-07-10 14:45:00+08:00,2401,66800.0,66810.0,66720.0,66720.0,24
2023-07-10 21:00:00+08:00,2401,66720.0,66900.0,66720.0,66890.0,324
2023-07-10 21:15:00+08:00,2401,66910.0,66990.0,66890.0,66990.0,21
2023-07-10 21:30:00+08:00,2401,67000.0,67000.0,67000.0,67000.0,3
2023-07-10 21:45:00+08:00,2401,67020.0,67040.0,67020.0,67040.0,5
2023-07-10 22:00:00+08:00,2401,66980.0,67050.0,66980.0,67020.0,8
2023-07-10 22:15:00+08:00,2401,66960.0,67000.0,66960.0,67000.0,3
2023-07-10 22:30:00+08:00,2401,66930.0,66960.0,66930.0,66960.0,3
2023-07-10 23:15:00+08:00,2401,66980.0,67000.0,66980.0,67000.0,2
2023-07-10 23:45:00+08:00,2401,67030.0,67050.0,67030.0,67050.0,6
2023-07-11 00:45:00+08:00,2401,67060.0,67070.0,67060.0,67070.0,3
2023-07-11 09:00:00+08:00,2401,67180.0,67300.0,67180.0,67190.0,26
2023-07-11 09:15:00+08:00,2401,67230.0,67260.0,67210.0,67250.0,27
2023-07-11 09:30:00+08:00,2401,67230.0,67250.0,67230.0,67250.0,7
2023-07-11 09:45:00+08:00,2401,67240.0,67240.0,67210.0,67230.0,5
2023-07-11 10:00:00+08:00,2401,67220.0,67230.0,67220.0,67230.0,17
2023-07-11 10:30:00+08:00,2401,67210.0,67250.0,67180.0,67210.0,55
2023-07-11 10:45:00+08:00,2401,67180.0,67180.0,67110.0,67160.0,50
2023-07-11 11:00:00+08:00,2401,67200.0,67220.0,67200.0,67220.0,12
2023-07-11 13:30:00+08:00,2401,67310.0,67340.0,67250.0,67320.0,15
2023-07-11 13:45:00+08:00,2401,67280.0,67290.0,67260.0,67260.0,7
2023-07-11 14:00:00+08:00,2401,67270.0,67350.0,67270.0,67350.0,12
2023-07-11 14:15:00+08:00,2401,67350.0,67360.0,67320.0,67360.0,7
2023-07-11 14:30:00+08:00,2401,67370.0,67370.0,67360.0,67370.0,16
2023-07-11 14:45:00+08:00,2401,67330.0,67390.0,67320.0,67370.0,31
2023-07-11 21:00:00+08:00,2401,67090.0,67090.0,66970.0,66980.0,35
2023-07-11 21:15:00+08:00,2401,66960.0,66970.0,66920.0,66920.0,10
2023-07-11 21:30:00+08:00,2401,66980.0,66990.0,66920.0,66920.0,8
2023-07-11 21:45:00+08:00,2401,66940.0,66940.0,66910.0,66910.0,8
2023-07-11 22:00:00+08:00,2401,66930.0,66930.0,66910.0,66910.0,7
2023-07-11 22:15:00+08:00,2401,66920.0,66920.0,66900.0,66910.0,9
2023-07-11 22:30:00+08:00,2401,66860.0,66870.0,66740.0,66770.0,80
2023-07-11 22:45:00+08:00,2401,66810.0,66820.0,66790.0,66820.0,43
2023-07-11 23:00:00+08:00,2401,66840.0,66840.0,66800.0,66810.0,7
2023-07-11 23:15:00+08:00,2401,66840.0,66840.0,66840.0,66840.0,1
2023-07-11 23:30:00+08:00,2401,66830.0,66860.0,66820.0,66860.0,5
2023-07-11 23:45:00+08:00,2401,66870.0,66870.0,66870.0,66870.0,1
2023-07-12 00:00:00+08:00,2401,66820.0,66820.0,66820.0,66820.0,2
2023-07-12 00:15:00+08:00,2401,66830.0,66850.0,66830.0,66850.0,2
2023-07-12 00:45:00+08:00,2401,66850.0,66910.0,66850.0,66850.0,12
2023-07-12 09:00:00+08:00,2401,66920.0,66980.0,66890.0,66890.0,44
2023-07-12 09:15:00+08:00,2401,66900.0,66900.0,66880.0,66880.0,18
2023-07-12 09:30:00+08:00,2401,66840.0,66880.0,66810.0,66870.0,8
2023-07-12 09:45:00+08:00,2401,66890.0,66920.0,66870.0,66900.0,15
2023-07-12 10:00:00+08:00,2401,66920.0,66920.0,66880.0,66880.0,3
2023-07-12 10:30:00+08:00,2401,66940.0,66980.0,66940.0,66970.0,15
2023-07-12 10:45:00+08:00,2401,66980.0,67000.0,66980.0,66980.0,8
2023-07-12 11:00:00+08:00,2401,67000.0,67010.0,67000.0,67010.0,2
2023-07-12 11:15:00+08:00,2401,66960.0,67010.0,66960.0,67010.0,8
2023-07-12 13:30:00+08:00,2401,66960.0,66960.0,66960.0,66960.0,1
2023-07-12 13:45:00+08:00,2401,66960.0,66980.0,66950.0,66950.0,23
2023-07-12 14:00:00+08:00,2401,66950.0,66950.0,66930.0,66950.0,12
2023-07-12 14:15:00+08:00,2401,66940.0,66940.0,66940.0,66940.0,1
2023-07-12 14:30:00+08:00,2401,66980.0,66980.0,66980.0,66980.0,1
2023-07-12 14:45:00+08:00,2401,66950.0,66960.0,66890.0,66940.0,87
2023-07-12 21:00:00+08:00,2401,67230.0,67420.0,66000.0,67390.0,143
2023-07-12 21:15:00+08:00,2401,67400.0,67500.0,67390.0,67430.0,20
2023-07-12 21:30:00+08:00,2401,67430.0,67490.0,67430.0,67430.0,12
2023-07-12 21:45:00+08:00,2401,67500.0,67580.0,67500.0,67580.0,29
2023-07-12 22:00:00+08:00,2401,67580.0,67620.0,67580.0,67620.0,9
2023-07-12 22:15:00+08:00,2401,67520.0,67520.0,67520.0,67520.0,1
2023-07-12 22:30:00+08:00,2401,67550.0,67630.0,67550.0,67630.0,28
2023-07-12 22:45:00+08:00,2401,67650.0,67790.0,67610.0,67760.0,13
2023-07-12 23:00:00+08:00,2401,67780.0,67860.0,67780.0,67780.0,10
2023-07-12 23:45:00+08:00,2401,67790.0,67790.0,67790.0,67790.0,1
2023-07-13 00:00:00+08:00,2401,67760.0,67760.0,67760.0,67760.0,1
2023-07-13 00:30:00+08:00,2401,67790.0,67790.0,67790.0,67790.0,2
2023-07-13 00:45:00+08:00,2401,67780.0,67820.0,67780.0,67820.0,3
2023-07-13 09:00:00+08:00,2401,67680.0,67730.0,67680.0,67680.0,8
2023-07-13 09:15:00+08:00,2401,67660.0,67660.0,67610.0,67640.0,25
2023-07-13 09:30:00+08:00,2401,67620.0,67670.0,67580.0,67670.0,5
2023-07-13 09:45:00+08:00,2401,67650.0,67750.0,67650.0,67750.0,4
2023-07-13 10:00:00+08:00,2401,67750.0,67750.0,67710.0,67740.0,8
2023-07-13 10:30:00+08:00,2401,67750.0,67760.0,67720.0,67730.0,17
2023-07-13 10:45:00+08:00,2401,67750.0,67750.0,67710.0,67710.0,18
2023-07-13 11:15:00+08:00,2401,67790.0,67810.0,67790.0,67810.0,8
2023-07-13 13:30:00+08:00,2401,67750.0,67780.0,67700.0,67780.0,22
2023-07-13 13:45:00+08:00,2401,67800.0,67800.0,67720.0,67720.0,6
2023-07-13 14:00:00+08:00,2401,67690.0,67740.0,67690.0,67710.0,21
2023-07-13 14:15:00+08:00,2401,67750.0,67770.0,67740.0,67770.0,17
2023-07-13 14:30:00+08:00,2401,67790.0,67860.0,67770.0,67850.0,13
2023-07-13 14:45:00+08:00,2401,67770.0,67820.0,67770.0,67820.0,5
2023-07-13 21:00:00+08:00,2401,68100.0,68450.0,68100.0,68370.0,39
2023-07-13 21:15:00+08:00,2401,68350.0,68350.0,68300.0,68330.0,18
2023-07-13 21:30:00+08:00,2401,68340.0,68460.0,68340.0,68430.0,42
2023-07-13 21:45:00+08:00,2401,68470.0,68680.0,68470.0,68660.0,39
2023-07-13 22:00:00+08:00,2401,68660.0,68770.0,68660.0,68700.0,10
2023-07-13 22:15:00+08:00,2401,68800.0,68800.0,68720.0,68750.0,7
2023-07-13 22:30:00+08:00,2401,68820.0,68900.0,68820.0,68850.0,21
2023-07-13 22:45:00+08:00,2401,68850.0,68850.0,68760.0,68780.0,25
2023-07-13 23:00:00+08:00,2401,68790.0,68790.0,68670.0,68710.0,11
2023-07-13 23:15:00+08:00,2401,68800.0,68840.0,68800.0,68840.0,7
2023-07-13 23:30:00+08:00,2401,68790.0,68790.0,68790.0,68790.0,1
2023-07-13 23:45:00+08:00,2401,68770.0,68770.0,68770.0,68770.0,3
2023-07-14 00:00:00+08:00,2401,68760.0,68800.0,68760.0,68800.0,3
2023-07-14 00:45:00+08:00,2401,68740.0,68740.0,68740.0,68740.0,1
2023-07-14 09:00:00+08:00,2401,68850.0,68850.0,68770.0,68790.0,35
2023-07-14 09:15:00+08:00,2401,68750.0,68750.0,68700.0,68720.0,11
2023-07-14 09:30:00+08:00,2401,68730.0,68770.0,68670.0,68770.0,8
2023-07-14 09:45:00+08:00,2401,68740.0,68790.0,68740.0,68790.0,3
2023-07-14 10:00:00+08:00,2401,68790.0,68830.0,68750.0,68800.0,20
2023-07-14 10:30:00+08:00,2401,68770.0,68790.0,68740.0,68780.0,12
2023-07-14 11:00:00+08:00,2401,68770.0,68780.0,68770.0,68780.0,3
2023-07-14 11:15:00+08:00,2401,68670.0,68690.0,68640.0,68670.0,19
2023-07-14 13:30:00+08:00,2401,68620.0,68620.0,68510.0,68570.0,95
2023-07-14 13:45:00+08:00,2401,68560.0,68590.0,68560.0,68580.0,12
2023-07-14 14:00:00+08:00,2401,68610.0,68610.0,68550.0,68550.0,16
2023-07-14 14:15:00+08:00,2401,68590.0,68590.0,68550.0,68590.0,23
2023-07-14 14:30:00+08:00,2401,68430.0,68500.0,68430.0,68500.0,9
2023-07-14 14:45:00+08:00,2401,68450.0,68470.0,68310.0,68470.0,53
2023-07-14 21:00:00+08:00,2401,68600.0,68620.0,68520.0,68620.0,48
2023-07-14 21:15:00+08:00,2401,68590.0,68660.0,68590.0,68650.0,22
2023-07-14 21:30:00+08:00,2401,68570.0,68580.0,68570.0,68580.0,10
2023-07-14 21:45:00+08:00,2401,68670.0,68700.0,68640.0,68700.0,12
2023-07-14 22:00:00+08:00,2401,68660.0,68660.0,68630.0,68660.0,5
2023-07-14 22:15:00+08:00,2401,68680.0,68720.0,68680.0,68720.0,2
2023-07-14 22:30:00+08:00,2401,68700.0,68710.0,68640.0,68650.0,16
2023-07-14 22:45:00+08:00,2401,68650.0,68650.0,68550.0,68580.0,28
2023-07-14 23:00:00+08:00,2401,68550.0,68640.0,68550.0,68600.0,42
2023-07-14 23:15:00+08:00,2401,68570.0,68570.0,68550.0,68550.0,5
2023-07-14 23:30:00+08:00,2401,68550.0,68550.0,68550.0,68550.0,1
2023-07-14 23:45:00+08:00,2401,68510.0,68510.0,68500.0,68500.0,2
2023-07-15 00:00:00+08:00,2401,68550.0,68550.0,68550.0,68550.0,1
2023-07-15 00:45:00+08:00,2401,68600.0,68600.0,68600.0,68600.0,1
2023-07-17 09:00:00+08:00,2401,68550.0,68550.0,68430.0,68440.0,16
2023-07-17 09:15:00+08:00,2401,68550.0,68550.0,68540.0,68540.0,2
2023-07-17 09:30:00+08:00,2401,68450.0,68450.0,68350.0,68350.0,18
2023-07-17 09:45:00+08:00,2401,68330.0,68370.0,68300.0,68340.0,30
2023-07-17 10:00:00+08:00,2401,68320.0,68410.0,68320.0,68400.0,6
2023-07-17 10:30:00+08:00,2401,68420.0,68420.0,68350.0,68360.0,8
2023-07-17 10:45:00+08:00,2401,68350.0,68350.0,68270.0,68270.0,11
