symbol,frequency,open,high,low,close,volume,amount,pre_close,position,bob,eob
SHFE.cu2402,900s,66620.0,66630.0,66620.0,66630.0,3,999350.0,0.0,3584,2023-07-07 09:00:00+08:00,2023-07-07 09:15:00+08:00
SHFE.cu2402,900s,66660.0,66660.0,66660.0,66660.0,3,999900.0,0.0,3587,2023-07-07 11:00:00+08:00,2023-07-07 11:15:00+08:00
SHFE.cu2402,900s,66570.0,66570.0,66550.0,66550.0,2,665600.0,0.0,3587,2023-07-07 14:45:00+08:00,2023-07-07 15:00:00+08:00
SHFE.cu2402,900s,66670.0,66840.0,66670.0,66750.0,53,17702150.0,0.0,3586,2023-07-07 21:30:00+08:00,2023-07-07 21:45:00+08:00
SHFE.cu2402,900s,66860.0,66860.0,66860.0,66860.0,1,334300.0,0.0,3586,2023-07-07 22:15:00+08:00,2023-07-07 22:30:00+08:00
SHFE.cu2402,900s,66920.0,66920.0,66920.0,66920.0,1,334600.0,0.0,3586,2023-07-07 22:30:00+08:00,2023-07-07 22:45:00+08:00
SHFE.cu2402,900s,66930.0,66950.0,66930.0,66950.0,2,669400.0,0.0,3587,2023-07-10 09:00:00+08:00,2023-07-10 09:15:00+08:00
SHFE.cu2402,900s,67060.0,67060.0,67040.0,67040.0,5,1676200.0,0.0,3588,2023-07-10 09:30:00+08:00,2023-07-10 09:45:00+08:00
SHFE.cu2402,900s,66860.0,66860.0,66860.0,66860.0,1,334300.0,0.0,3588,2023-07-10 09:45:00+08:00,2023-07-10 10:00:00+08:00
SHFE.cu2402,900s,66830.0,66830.0,66820.0,66820.0,3,1002400.0,0.0,3586,2023-07-10 10:45:00+08:00,2023-07-10 11:00:00+08:00
SHFE.cu2402,900s,66830.0,66830.0,66830.0,66830.0,1,334150.0,0.0,3586,2023-07-10 11:00:00+08:00,2023-07-10 11:15:00+08:00
SHFE.cu2402,900s,66600.0,66600.0,66600.0,66600.0,1,333000.0,0.0,3587,2023-07-10 13:30:00+08:00,2023-07-10 13:45:00+08:00
SHFE.cu2402,900s,66730.0,66730.0,66730.0,66730.0,3,1000950.0,0.0,3587,2023-07-10 14:15:00+08:00,2023-07-10 14:30:00+08:00
SHFE.cu2402,900s,66990.0,66990.0,66700.0,66730.0,6,2005550.0,0.0,3589,2023-07-10 21:00:00+08:00,2023-07-10 21:15:00+08:00
SHFE.cu2402,900s,66880.0,66910.0,66850.0,66910.0,15,5015600.0,0.0,3590,2023-07-10 21:15:00+08:00,2023-07-10 21:30:00+08:00
SHFE.cu2402,900s,66900.0,66990.0,66900.0,66990.0,2,669450.0,0.0,3591,2023-07-10 21:30:00+08:00,2023-07-10 21:45:00+08:00
SHFE.cu2402,900s,67000.0,67000.0,66970.0,66990.0,3,1004800.0,0.0,3588,2023-07-10 21:45:00+08:00,2023-07-10 22:00:00+08:00
SHFE.cu2402,900s,66930.0,66960.0,66930.0,66960.0,4,1339050.0,0.0,3587,2023-07-10 22:00:00+08:00,2023-07-10 22:15:00+08:00
SHFE.cu2402,900s,66910.0,66950.0,66910.0,66950.0,2,669300.0,0.0,3587,2023-07-10 22:15:00+08:00,2023-07-10 22:30:00+08:00
SHFE.cu2402,900s,66950.0,66950.0,66950.0,66950.0,1,334750.0,0.0,3588,2023-07-10 23:00:00+08:00,2023-07-10 23:15:00+08:00
SHFE.cu2402,900s,67150.0,67230.0,67150.0,67200.0,14,4703100.0,0.0,3590,2023-07-11 09:00:00+08:00,2023-07-11 09:15:00+08:00
SHFE.cu2402,900s,67150.0,67200.0,67150.0,67200.0,11,3695750.0,0.0,3595,2023-07-11 09:15:00+08:00,2023-07-11 09:30:00+08:00
SHFE.cu2402,900s,67160.0,67160.0,67160.0,67160.0,2,671600.0,0.0,3594,2023-07-11 09:45:00+08:00,2023-07-11 10:00:00+08:00
SHFE.cu2402,900s,67160.0,67160.0,67160.0,67160.0,1,335800.0,0.0,3593,2023-07-11 10:00:00+08:00,2023-07-11 10:15:00+08:00
SHFE.cu2402,900s,67170.0,67170.0,67150.0,67150.0,9,3022450.0,0.0,3584,2023-07-11 10:30:00+08:00,2023-07-11 10:45:00+08:00
SHFE.cu2402,900s,67150.0,67210.0,67070.0,67070.0,17,5704300.0,0.0,3569,2023-07-11 10:45:00+08:00,2023-07-11 11:00:00+08:00
SHFE.cu2402,900s,67180.0,67180.0,67180.0,67180.0,2,671800.0,0.0,3569,2023-07-11 11:15:00+08:00,2023-07-11 11:30:00+08:00
SHFE.cu2402,900s,67210.0,67260.0,67210.0,67260.0,5,1680500.0,0.0,3564,2023-07-11 13:30:00+08:00,2023-07-11 13:45:00+08:00
SHFE.cu2402,900s,67240.0,67240.0,67180.0,67180.0,26,8736800.0,0.0,3559,2023-07-11 13:45:00+08:00,2023-07-11 14:00:00+08:00
