,datetime,contractmonth,open,high,low,close,volume
0,2023-07-07 00:00:00+08:00,2307,68010.0,68010.0,68010.0,68010.0,5
1,2023-07-07 00:15:00+08:00,2307,68000.0,68160.0,67980.0,68000.0,230
2,2023-07-07 00:30:00+08:00,2307,68020.0,68020.0,67990.0,67990.0,20
3,2023-07-07 00:45:00+08:00,2307,67990.0,68020.0,67990.0,68020.0,15
4,2023-07-07 09:00:00+08:00,2307,68090.0,68150.0,68060.0,68090.0,500
5,2023-07-07 09:15:00+08:00,2307,68100.0,68100.0,68040.0,68080.0,840
6,2023-07-07 09:30:00+08:00,2307,68090.0,68180.0,68080.0,68140.0,1165
7,2023-07-07 09:45:00+08:00,2307,68130.0,68130.0,68080.0,68120.0,1080
8,2023-07-07 10:00:00+08:00,2307,68090.0,68130.0,68050.0,68080.0,1145
9,2023-07-07 10:30:00+08:00,2307,68110.0,68120.0,68080.0,68100.0,1155
10,2023-07-07 10:45:00+08:00,2307,68100.0,68100.0,68060.0,68080.0,1385
11,2023-07-07 11:00:00+08:00,2307,68080.0,68140.0,68080.0,68120.0,1450
12,2023-07-07 11:15:00+08:00,2307,68130.0,68130.0,68110.0,68110.0,1075
13,2023-07-07 13:30:00+08:00,2307,68140.0,68230.0,68140.0,68180.0,1700
14,2023-07-07 13:45:00+08:00,2307,68180.0,68180.0,68110.0,68150.0,1065
15,2023-07-07 14:00:00+08:00,2307,68150.0,68150.0,68100.0,68140.0,940
16,2023-07-07 14:15:00+08:00,2307,68140.0,68190.0,68090.0,68100.0,1380
17,2023-07-07 14:30:00+08:00,2307,68100.0,68140.0,68080.0,68110.0,1285
18,2023-07-07 14:45:00+08:00,2307,68110.0,68120.0,68000.0,68020.0,1885
19,2023-07-07 21:00:00+08:00,2307,68180.0,68250.0,68170.0,68250.0,310
20,2023-07-07 21:15:00+08:00,2307,68210.0,68210.0,68150.0,68150.0,300
21,2023-07-07 21:30:00+08:00,2307,68110.0,68240.0,68110.0,68220.0,220
22,2023-07-07 21:45:00+08:00,2307,68230.0,68300.0,68220.0,68270.0,390
23,2023-07-07 22:00:00+08:00,2307,68240.0,68250.0,68120.0,68250.0,175
24,2023-07-07 22:15:00+08:00,2307,68180.0,68280.0,68180.0,68280.0,95
25,2023-07-07 22:30:00+08:00,2307,68300.0,68360.0,68270.0,68300.0,390
26,2023-07-07 22:45:00+08:00,2307,68300.0,68300.0,68180.0,68270.0,325
27,2023-07-07 23:00:00+08:00,2307,68270.0,68270.0,68270.0,68270.0,5
28,2023-07-07 23:15:00+08:00,2307,68280.0,68300.0,68280.0,68290.0,15
29,2023-07-07 23:30:00+08:00,2307,68330.0,68340.0,68310.0,68330.0,110
30,2023-07-07 23:45:00+08:00,2307,68350.0,68350.0,68300.0,68300.0,15
31,2023-07-08 00:15:00+08:00,2307,68290.0,68290.0,68280.0,68280.0,40
32,2023-07-08 00:30:00+08:00,2307,68310.0,68310.0,68270.0,68270.0,55
33,2023-07-08 00:45:00+08:00,2307,68310.0,68340.0,68310.0,68340.0,15
34,2023-07-10 09:00:00+08:00,2307,68280.0,68400.0,68280.0,68370.0,1040
