,datetime,contractmonth,open,high,low,close,volume
0,2023-07-07 00:45:00+08:00,2403,66580.0,66580.0,66470.0,66470.0,8
1,2023-07-07 09:00:00+08:00,2403,66680.0,66680.0,66680.0,66680.0,1
2,2023-07-07 09:45:00+08:00,2403,66690.0,66690.0,66690.0,66690.0,5
3,2023-07-07 10:00:00+08:00,2403,66690.0,66690.0,66680.0,66680.0,2
4,2023-07-07 10:30:00+08:00,2403,66680.0,66680.0,66680.0,66680.0,1
5,2023-07-07 11:00:00+08:00,2403,66640.0,66750.0,66640.0,66750.0,7
6,2023-07-07 14:15:00+08:00,2403,66720.0,66720.0,66720.0,66720.0,3
7,2023-07-07 14:30:00+08:00,2403,66620.0,66670.0,66620.0,66640.0,3
8,2023-07-07 14:45:00+08:00,2403,66620.0,66620.0,66530.0,66530.0,8
9,2023-07-07 21:15:00+08:00,2403,66770.0,66770.0,66770.0,66770.0,1
10,2023-07-07 21:30:00+08:00,2403,66810.0,66860.0,66810.0,66830.0,22
11,2023-07-07 21:45:00+08:00,2403,66870.0,66940.0,66830.0,66830.0,17
12,2023-07-07 22:00:00+08:00,2403,66820.0,66820.0,66780.0,66780.0,4
13,2023-07-07 22:30:00+08:00,2403,66940.0,66940.0,66940.0,66940.0,1
14,2023-07-07 22:45:00+08:00,2403,66880.0,66880.0,66880.0,66880.0,1
15,2023-07-08 00:45:00+08:00,2403,66840.0,66840.0,66790.0,66790.0,5
16,2023-07-10 09:00:00+08:00,2403,66930.0,66950.0,66930.0,66930.0,3
17,2023-07-10 09:15:00+08:00,2403,67050.0,67050.0,67050.0,67050.0,5
18,2023-07-10 09:30:00+08:00,2403,67040.0,67040.0,67040.0,67040.0,3
19,2023-07-10 09:45:00+08:00,2403,66880.0,66880.0,66880.0,66880.0,1
20,2023-07-10 10:00:00+08:00,2403,66880.0,66880.0,66880.0,66880.0,1
21,2023-07-10 11:00:00+08:00,2403,66850.0,66850.0,66850.0,66850.0,1
22,2023-07-10 11:15:00+08:00,2403,66740.0,66740.0,66740.0,66740.0,1
23,2023-07-10 13:30:00+08:00,2403,66640.0,66640.0,66640.0,66640.0,3
24,2023-07-10 13:45:00+08:00,2403,66660.0,66670.0,66650.0,66670.0,16
25,2023-07-10 14:00:00+08:00,2403,66700.0,66700.0,66670.0,66670.0,12
26,2023-07-10 14:15:00+08:00,2403,66700.0,66700.0,66700.0,66700.0,1
27,2023-07-10 14:45:00+08:00,2403,66760.0,66760.0,66740.0,66740.0,27
28,2023-07-10 21:00:00+08:00,2403,66760.0,66860.0,66760.0,66860.0,4
29,2023-07-10 21:15:00+08:00,2403,66850.0,66900.0,66850.0,66900.0,6
30,2023-07-10 21:30:00+08:00,2403,66990.0,66990.0,66990.0,66990.0,1
31,2023-07-10 21:45:00+08:00,2403,67000.0,67000.0,66970.0,67000.0,8
32,2023-07-10 22:00:00+08:00,2403,66930.0,66930.0,66930.0,66930.0,1
33,2023-07-10 22:15:00+08:00,2403,66890.0,66890.0,66890.0,66890.0,1
34,2023-07-10 22:30:00+08:00,2403,66870.0,66870.0,66870.0,66870.0,1
35,2023-07-10 23:15:00+08:00,2403,66960.0,66960.0,66960.0,66960.0,1
36,2023-07-11 09:00:00+08:00,2403,67110.0,67230.0,67110.0,67230.0,7
37,2023-07-11 09:15:00+08:00,2403,67220.0,67230.0,67220.0,67230.0,3
38,2023-07-11 09:30:00+08:00,2403,67160.0,67190.0,67160.0,67190.0,2
39,2023-07-11 09:45:00+08:00,2403,67190.0,67190.0,67160.0,67160.0,2
40,2023-07-11 10:00:00+08:00,2403,67210.0,67210.0,67190.0,67190.0,24
41,2023-07-11 10:30:00+08:00,2403,67190.0,67190.0,67180.0,67180.0,27
42,2023-07-11 10:45:00+08:00,2403,67170.0,67170.0,67090.0,67090.0,60
43,2023-07-11 13:30:00+08:00,2403,67260.0,67260.0,67260.0,67260.0,4
44,2023-07-11 13:45:00+08:00,2403,67200.0,67200.0,67200.0,67200.0,4
45,2023-07-11 14:00:00+08:00,2403,67200.0,67200.0,67200.0,67200.0,1
46,2023-07-11 14:30:00+08:00,2403,67280.0,67280.0,67280.0,67280.0,1
47,2023-07-11 14:45:00+08:00,2403,67290.0,67320.0,67280.0,67280.0,7
48,2023-07-11 21:00:00+08:00,2403,66920.0,66950.0,66920.0,66920.0,5
49,2023-07-11 21:15:00+08:00,2403,66920.0,66920.0,66890.0,66890.0,3
50,2023-07-11 22:30:00+08:00,2403,66870.0,66870.0,66680.0,66700.0,23
51,2023-07-11 22:45:00+08:00,2403,66700.0,66700.0,66700.0,66700.0,1
52,2023-07-12 00:00:00+08:00,2403,66780.0,66780.0,66730.0,66730.0,5
53,2023-07-12 09:00:00+08:00,2403,66880.0,66920.0,66820.0,66830.0,61
54,2023-07-12 10:30:00+08:00,2403,66880.0,66880.0,66880.0,66880.0,2
55,2023-07-12 13:45:00+08:00,2403,66850.0,66900.0,66850.0,66900.0,4
56,2023-07-12 21:00:00+08:00,2403,67320.0,67320.0,67320.0,67320.0,3
57,2023-07-12 21:15:00+08:00,2403,67420.0,67420.0,67420.0,67420.0,1
58,2023-07-12 21:45:00+08:00,2403,67470.0,67480.0,67470.0,67480.0,4
