,datetime,contractmonth,open,high,low,close,volume
0,2023-07-07 00:00:00+08:00,2310,67120.0,67150.0,67090.0,67090.0,24
1,2023-07-07 00:15:00+08:00,2310,67070.0,67090.0,67070.0,67070.0,11
2,2023-07-07 00:30:00+08:00,2310,67090.0,67090.0,67080.0,67080.0,4
3,2023-07-07 00:45:00+08:00,2310,67090.0,67150.0,67090.0,67110.0,63
4,2023-07-07 09:00:00+08:00,2310,67150.0,67240.0,67150.0,67190.0,229
5,2023-07-07 09:15:00+08:00,2310,67190.0,67210.0,67110.0,67150.0,173
6,2023-07-07 09:30:00+08:00,2310,67170.0,67280.0,67150.0,67220.0,308
7,2023-07-07 09:45:00+08:00,2310,67200.0,67210.0,67160.0,67180.0,296
8,2023-07-07 10:00:00+08:00,2310,67180.0,67180.0,67120.0,67140.0,198
9,2023-07-07 10:30:00+08:00,2310,67160.0,67190.0,67140.0,67150.0,193
10,2023-07-07 10:45:00+08:00,2310,67150.0,67160.0,67110.0,67150.0,164
11,2023-07-07 11:00:00+08:00,2310,67140.0,67220.0,67140.0,67210.0,348
12,2023-07-07 11:15:00+08:00,2310,67200.0,67200.0,67150.0,67170.0,101
13,2023-07-07 13:30:00+08:00,2310,67210.0,67310.0,67210.0,67250.0,496
14,2023-07-07 13:45:00+08:00,2310,67250.0,67250.0,67190.0,67220.0,364
15,2023-07-07 14:00:00+08:00,2310,67210.0,67210.0,67170.0,67200.0,107
16,2023-07-07 14:15:00+08:00,2310,67210.0,67250.0,67130.0,67130.0,287
17,2023-07-07 14:30:00+08:00,2310,67130.0,67180.0,67130.0,67170.0,205
18,2023-07-07 14:45:00+08:00,2310,67150.0,67180.0,67050.0,67070.0,488
19,2023-07-07 21:00:00+08:00,2310,67270.0,67330.0,67240.0,67330.0,972
20,2023-07-07 21:15:00+08:00,2310,67300.0,67300.0,67130.0,67160.0,182
21,2023-07-07 21:30:00+08:00,2310,67150.0,67300.0,67150.0,67280.0,358
22,2023-07-07 21:45:00+08:00,2310,67290.0,67410.0,67280.0,67320.0,347
23,2023-07-07 22:00:00+08:00,2310,67300.0,67320.0,67230.0,67300.0,129
24,2023-07-07 22:15:00+08:00,2310,67280.0,67350.0,67260.0,67350.0,129
25,2023-07-07 22:30:00+08:00,2310,67350.0,67440.0,67340.0,67380.0,398
26,2023-07-07 22:45:00+08:00,2310,67390.0,67400.0,67290.0,67340.0,130
27,2023-07-07 23:00:00+08:00,2310,67330.0,67360.0,67300.0,67340.0,28
28,2023-07-07 23:15:00+08:00,2310,67330.0,67380.0,67320.0,67380.0,107
29,2023-07-07 23:30:00+08:00,2310,67390.0,67400.0,67360.0,67400.0,71
30,2023-07-07 23:45:00+08:00,2310,67380.0,67380.0,67340.0,67340.0,20
31,2023-07-08 00:00:00+08:00,2310,67370.0,67370.0,67340.0,67340.0,8
32,2023-07-08 00:15:00+08:00,2310,67330.0,67350.0,67330.0,67340.0,10
33,2023-07-08 00:30:00+08:00,2310,67360.0,67360.0,67340.0,67340.0,7
34,2023-07-08 00:45:00+08:00,2310,67380.0,67410.0,67350.0,67400.0,63
35,2023-07-10 09:00:00+08:00,2310,67340.0,67460.0,67340.0,67410.0,571
36,2023-07-10 09:15:00+08:00,2310,67410.0,67570.0,67390.0,67570.0,430
37,2023-07-10 09:30:00+08:00,2310,67570.0,67600.0,67390.0,67430.0,545
38,2023-07-10 09:45:00+08:00,2310,67420.0,67420.0,67370.0,67400.0,150
39,2023-07-10 10:00:00+08:00,2310,67420.0,67430.0,67350.0,67350.0,124
40,2023-07-10 10:30:00+08:00,2310,67330.0,67350.0,67290.0,67320.0,565
41,2023-07-10 10:45:00+08:00,2310,67320.0,67350.0,67300.0,67350.0,232
42,2023-07-10 11:00:00+08:00,2310,67360.0,67430.0,67330.0,67340.0,344
43,2023-07-10 11:15:00+08:00,2310,67320.0,67330.0,67270.0,67300.0,289
44,2023-07-10 13:30:00+08:00,2310,67290.0,67300.0,67120.0,67150.0,628
45,2023-07-10 13:45:00+08:00,2310,67160.0,67200.0,67140.0,67160.0,389
46,2023-07-10 14:00:00+08:00,2310,67160.0,67200.0,67150.0,67160.0,194
47,2023-07-10 14:15:00+08:00,2310,67160.0,67220.0,67160.0,67190.0,127
48,2023-07-10 14:30:00+08:00,2310,67200.0,67220.0,67180.0,67200.0,164
49,2023-07-10 14:45:00+08:00,2310,67200.0,67260.0,67200.0,67220.0,390
50,2023-07-10 21:00:00+08:00,2310,67150.0,67380.0,67150.0,67350.0,951
51,2023-07-10 21:15:00+08:00,2310,67370.0,67490.0,67360.0,67430.0,769
52,2023-07-10 21:30:00+08:00,2310,67430.0,67530.0,67380.0,67530.0,319
53,2023-07-10 21:45:00+08:00,2310,67520.0,67550.0,67450.0,67500.0,340
54,2023-07-10 22:00:00+08:00,2310,67510.0,67520.0,67450.0,67460.0,352
55,2023-07-10 22:15:00+08:00,2310,67460.0,67470.0,67400.0,67430.0,520
56,2023-07-10 22:30:00+08:00,2310,67440.0,67460.0,67380.0,67410.0,234
57,2023-07-10 22:45:00+08:00,2310,67430.0,67460.0,67400.0,67400.0,91
58,2023-07-10 23:00:00+08:00,2310,67450.0,67510.0,67450.0,67480.0,223
59,2023-07-10 23:15:00+08:00,2310,67480.0,67510.0,67450.0,67470.0,106
60,2023-07-10 23:30:00+08:00,2310,67450.0,67470.0,67450.0,67460.0,33
61,2023-07-10 23:45:00+08:00,2310,67490.0,67490.0,67470.0,67480.0,17
62,2023-07-11 00:00:00+08:00,2310,67480.0,67480.0,67470.0,67470.0,7
63,2023-07-11 00:15:00+08:00,2310,67480.0,67480.0,67480.0,67480.0,7
64,2023-07-11 00:30:00+08:00,2310,67500.0,67560.0,67490.0,67500.0,216
65,2023-07-11 00:45:00+08:00,2310,67500.0,67530.0,67480.0,67500.0,86
66,2023-07-11 09:00:00+08:00,2310,67570.0,67820.0,67560.0,67700.0,1499
67,2023-07-11 09:15:00+08:00,2310,67700.0,67770.0,67690.0,67750.0,464
68,2023-07-11 09:30:00+08:00,2310,67730.0,67770.0,67660.0,67690.0,375
69,2023-07-11 09:45:00+08:00,2310,67700.0,67710.0,67640.0,67700.0,430
70,2023-07-11 10:00:00+08:00,2310,67690.0,67750.0,67650.0,67690.0,388
71,2023-07-11 10:30:00+08:00,2310,67680.0,67720.0,67570.0,67640.0,562
72,2023-07-11 10:45:00+08:00,2310,67640.0,67650.0,67500.0,67600.0,1035
73,2023-07-11 11:00:00+08:00,2310,67590.0,67630.0,67570.0,67610.0,234
74,2023-07-11 11:15:00+08:00,2310,67620.0,67640.0,67590.0,67600.0,301
75,2023-07-11 13:30:00+08:00,2310,67720.0,67750.0,67630.0,67650.0,511
76,2023-07-11 13:45:00+08:00,2310,67650.0,67680.0,67610.0,67630.0,220
77,2023-07-11 14:00:00+08:00,2310,67630.0,67710.0,67630.0,67700.0,721
78,2023-07-11 14:15:00+08:00,2310,67690.0,67720.0,67660.0,67700.0,297
79,2023-07-11 14:30:00+08:00,2310,67690.0,67720.0,67690.0,67710.0,238
80,2023-07-11 14:45:00+08:00,2310,67720.0,67730.0,67670.0,67730.0,311
81,2023-07-11 21:00:00+08:00,2310,67200.0,67410.0,67200.0,67320.0,1152
82,2023-07-11 21:15:00+08:00,2310,67320.0,67330.0,67250.0,67300.0,447
83,2023-07-11 21:30:00+08:00,2310,67300.0,67370.0,67270.0,67300.0,329
84,2023-07-11 21:45:00+08:00,2310,67280.0,67360.0,67270.0,67300.0,270
85,2023-07-11 22:00:00+08:00,2310,67310.0,67330.0,67280.0,67310.0,89
86,2023-07-11 22:15:00+08:00,2310,67300.0,67310.0,67250.0,67250.0,236
87,2023-07-11 22:30:00+08:00,2310,67250.0,67270.0,67100.0,67140.0,781
88,2023-07-11 22:45:00+08:00,2310,67120.0,67190.0,67120.0,67140.0,163
89,2023-07-11 23:00:00+08:00,2310,67140.0,67220.0,67130.0,67220.0,145
90,2023-07-11 23:15:00+08:00,2310,67220.0,67220.0,67180.0,67210.0,34
91,2023-07-11 23:30:00+08:00,2310,67210.0,67250.0,67180.0,67250.0,127
92,2023-07-11 23:45:00+08:00,2310,67270.0,67270.0,67200.0,67200.0,35
93,2023-07-12 00:00:00+08:00,2310,67200.0,67200.0,67190.0,67200.0,19
94,2023-07-12 00:15:00+08:00,2310,67200.0,67210.0,67200.0,67200.0,14
95,2023-07-12 00:30:00+08:00,2310,67220.0,67260.0,67210.0,67260.0,17
96,2023-07-12 00:45:00+08:00,2310,67230.0,67260.0,67220.0,67250.0,84
97,2023-07-12 09:00:00+08:00,2310,67280.0,67330.0,67230.0,67240.0,581
98,2023-07-12 09:15:00+08:00,2310,67250.0,67270.0,67220.0,67220.0,341
