,datetime,contractmonth,open,high,low,close,volume
0,2023-07-07 00:00:00+08:00,2308,67610.0,67670.0,67600.0,67600.0,499
1,2023-07-07 00:15:00+08:00,2308,67590.0,67620.0,67580.0,67600.0,356
2,2023-07-07 00:30:00+08:00,2308,67600.0,67630.0,67580.0,67600.0,166
3,2023-07-07 00:45:00+08:00,2308,67590.0,67670.0,67590.0,67660.0,408
4,2023-07-07 09:00:00+08:00,2308,67680.0,67760.0,67660.0,67730.0,2328
5,2023-07-07 09:15:00+08:00,2308,67710.0,67740.0,67640.0,67680.0,1555
6,2023-07-07 09:30:00+08:00,2308,67700.0,67810.0,67680.0,67750.0,2770
7,2023-07-07 09:45:00+08:00,2308,67740.0,67750.0,67690.0,67720.0,1594
8,2023-07-07 10:00:00+08:00,2308,67710.0,67730.0,67660.0,67690.0,1538
9,2023-07-07 10:30:00+08:00,2308,67700.0,67740.0,67680.0,67700.0,1539
10,2023-07-07 10:45:00+08:00,2308,67700.0,67710.0,67660.0,67690.0,1519
11,2023-07-07 11:00:00+08:00,2308,67700.0,67770.0,67680.0,67760.0,2423
12,2023-07-07 11:15:00+08:00,2308,67760.0,67770.0,67710.0,67720.0,907
13,2023-07-07 13:30:00+08:00,2308,67780.0,67860.0,67750.0,67790.0,4384
14,2023-07-07 13:45:00+08:00,2308,67800.0,67800.0,67720.0,67760.0,1598
15,2023-07-07 14:00:00+08:00,2308,67760.0,67770.0,67710.0,67750.0,1300
16,2023-07-07 14:15:00+08:00,2308,67770.0,67800.0,67680.0,67700.0,2465
17,2023-07-07 14:30:00+08:00,2308,67700.0,67740.0,67680.0,67720.0,2099
18,2023-07-07 14:45:00+08:00,2308,67710.0,67740.0,67600.0,67610.0,4834
19,2023-07-07 21:00:00+08:00,2308,67790.0,67890.0,67770.0,67840.0,6264
20,2023-07-07 21:15:00+08:00,2308,67850.0,67860.0,67710.0,67720.0,2547
21,2023-07-07 21:30:00+08:00,2308,67710.0,67860.0,67700.0,67830.0,2981
22,2023-07-07 21:45:00+08:00,2308,67830.0,67960.0,67820.0,67860.0,3064
23,2023-07-07 22:00:00+08:00,2308,67870.0,67880.0,67790.0,67860.0,1918
24,2023-07-07 22:15:00+08:00,2308,67860.0,67920.0,67820.0,67920.0,1082
25,2023-07-07 22:30:00+08:00,2308,67920.0,68020.0,67900.0,67950.0,3466
26,2023-07-07 22:45:00+08:00,2308,67940.0,67970.0,67840.0,67910.0,1716
27,2023-07-07 23:00:00+08:00,2308,67910.0,67940.0,67870.0,67900.0,844
28,2023-07-07 23:15:00+08:00,2308,67890.0,67960.0,67890.0,67960.0,617
29,2023-07-07 23:30:00+08:00,2308,67960.0,67970.0,67930.0,67950.0,515
30,2023-07-07 23:45:00+08:00,2308,67960.0,67970.0,67900.0,67920.0,397
31,2023-07-08 00:00:00+08:00,2308,67920.0,67930.0,67900.0,67910.0,201
32,2023-07-08 00:15:00+08:00,2308,67910.0,67930.0,67880.0,67930.0,355
33,2023-07-08 00:30:00+08:00,2308,67930.0,67930.0,67880.0,67930.0,314
34,2023-07-08 00:45:00+08:00,2308,67920.0,67960.0,67910.0,67940.0,525
35,2023-07-10 09:00:00+08:00,2308,67860.0,68040.0,67860.0,67980.0,4157
36,2023-07-10 09:15:00+08:00,2308,67980.0,68130.0,67940.0,68120.0,3721
37,2023-07-10 09:30:00+08:00,2308,68130.0,68150.0,67940.0,67980.0,3881
38,2023-07-10 09:45:00+08:00,2308,67980.0,67980.0,67910.0,67960.0,2036
39,2023-07-10 10:00:00+08:00,2308,67950.0,67990.0,67880.0,67900.0,2269
40,2023-07-10 10:30:00+08:00,2308,67870.0,67900.0,67820.0,67850.0,3175
41,2023-07-10 10:45:00+08:00,2308,67860.0,67910.0,67840.0,67900.0,2741
42,2023-07-10 11:00:00+08:00,2308,67910.0,67960.0,67850.0,67860.0,2100
43,2023-07-10 11:15:00+08:00,2308,67870.0,67880.0,67820.0,67850.0,2527
44,2023-07-10 13:30:00+08:00,2308,67830.0,67850.0,67660.0,67690.0,5650
45,2023-07-10 13:45:00+08:00,2308,67690.0,67730.0,67670.0,67710.0,2872
46,2023-07-10 14:00:00+08:00,2308,67700.0,67750.0,67670.0,67700.0,2201
47,2023-07-10 14:15:00+08:00,2308,67690.0,67760.0,67680.0,67740.0,1613
